geneID,COG_category,baseMean,mean_broth,mean_plate,log2FC_shrunk,log2FoldChange,lfcSE,stat,pvalue,padj,eggNOG_OGs,Description,Function/Purpose,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
J2S48_RS25515,F,2459.937206,428.914682,5506.470992,3.427532166,3.678764611,0.724396018,5.078388778,3.81E-07,3.10E-06,"COG4290@1|root,COG4290@2|Bacteria,2IM71@201174|Actinobacteria",ribonuclease,,-,-,-,-,-,-,-,-,-,-,-,-,Ribonuclease
J2S48_RS16055,K,2977.331233,1747.789178,4821.644317,1.407562868,1.466100548,0.289043479,5.072249183,3.93E-07,3.19E-06,"COG0745@1|root,COG0745@2|Bacteria,2GJGU@201174|Actinobacteria,4F45F@85017|Promicromonosporaceae","Transcriptional regulatory protein, C terminal",,glnR,-,-,-,-,-,-,-,-,-,-,-,Trans_reg_C
J2S48_RS19320,S,494.2390012,188.3689817,953.0440304,2.195709417,2.328507023,0.459070876,5.072216824,3.93E-07,3.19E-06,"COG5516@1|root,COG5516@2|Bacteria,2GNZF@201174|Actinobacteria,4F5H6@85017|Promicromonosporaceae",Putative stress-induced transcription regulator,,-,-,-,-,-,-,-,-,-,-,-,-,"ABATE,zf-CGNR"
J2S48_RS14235,,6174.678418,4024.376534,9400.131245,1.185532131,1.224264017,0.241933159,5.060339895,4.19E-07,3.38E-06,,,,,,,,,,,,,,,,
J2S48_RS05640,E,1700.50688,683.2024936,3226.463461,2.1105338,2.233479237,0.442834807,5.043594589,4.57E-07,3.66E-06,"COG1605@1|root,COG1605@2|Bacteria,2IQ46@201174|Actinobacteria,4F4SR@85017|Promicromonosporaceae",Chorismate mutase type II,,tyrA,-,5.4.99.5,ko:K04092,"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230","M00024,M00025",R01715,RC03116,"ko00000,ko00001,ko00002,ko01000",-,-,-,CM_2
J2S48_RS22610,M,927.8014641,437.8045799,1662.79679,1.837571726,1.936403788,0.384935682,5.030460619,4.89E-07,3.91E-06,"COG4948@1|root,COG4948@2|Bacteria,2GKSK@201174|Actinobacteria,4F54N@85017|Promicromonosporaceae","Mandelate racemase / muconate lactonizing enzyme, C-terminal domain",,-,-,4.2.1.68,ko:K18334,"ko00051,ko01120,map00051,map01120",-,R03688,RC00543,"ko00000,ko00001,ko01000",-,-,-,"MR_MLE_C,MR_MLE_N"
J2S48_RS10470,K,2206.884504,1326.27934,3527.792251,1.354527083,1.410169031,0.280670134,5.024293156,5.05E-07,4.02E-06,"COG4995@1|root,COG4995@2|Bacteria,2GKCX@201174|Actinobacteria,4F4A0@85017|Promicromonosporaceae",CHAT domain,,-,-,-,-,-,-,-,-,-,-,-,-,"CHAT,TPR_12"
J2S48_RS09835,M,1047.907257,207.6187422,2308.34003,3.244069469,3.487998757,0.696615941,5.007061356,5.53E-07,4.38E-06,"COG0438@1|root,COG0438@2|Bacteria,2IBM0@201174|Actinobacteria",Glycosyltransferase,,-,-,-,ko:K12996,-,-,-,-,"ko00000,ko01000,ko01003,ko01005",-,GT4,-,"DUF1972,Glyco_trans_1_2,Glyco_trans_1_4,Glyco_trans_4_4,Glycos_transf_1"
J2S48_RS21730,S,476.0440834,132.7357745,991.0065467,2.709284934,2.898207106,0.579884546,4.997903679,5.80E-07,4.56E-06,"COG3576@1|root,COG3576@2|Bacteria,2GKCF@201174|Actinobacteria,4F4QR@85017|Promicromonosporaceae",Pfam:Pyridox_oxidase,,-,-,-,-,-,-,-,-,-,-,-,-,Putative_PNPOx
J2S48_RS22280,D,1777.543458,968.9058282,2990.499903,1.557959278,1.630983224,0.326972824,4.988130825,6.10E-07,4.77E-06,"COG2385@1|root,COG2385@2|Bacteria,2IEPH@201174|Actinobacteria,4F5XE@85017|Promicromonosporaceae",Stage II sporulation protein,,-,-,-,-,-,-,-,-,-,-,-,-,"LGFP,SpoIID"
J2S48_RS13400,M,7692.178989,4407.514844,12619.17521,1.453033988,1.516571401,0.305755802,4.960073999,7.05E-07,5.48E-06,"COG0744@1|root,COG0744@2|Bacteria,2GK21@201174|Actinobacteria,4F3J4@85017|Promicromonosporaceae",PFAM glycosyl transferase family 51,,pbp5,-,-,-,-,-,-,-,-,-,-,-,"Transgly,Transpeptidase"
J2S48_RS13600,,1157.351127,643.5993825,1927.978743,1.519249358,1.589396073,0.320452381,4.959851038,7.05E-07,5.48E-06,,,,,,,,,,,,,,,,
J2S48_RS10565,,3662.782129,1543.11173,6842.287726,2.034754307,2.151769409,0.433976742,4.958259742,7.11E-07,5.52E-06,,,,,,,,,,,,,,,,
J2S48_RS11185,,56.39571347,2.282738416,137.5651761,5.675292899,6.21177724,1.26097943,4.926152713,8.39E-07,6.45E-06,,,,,,,,,,,,,,,,
J2S48_RS23870,,518.3687448,225.6648533,957.4245822,1.971225714,2.08798064,0.424076516,4.923594119,8.50E-07,6.52E-06,,,,,,,,,,,,,,,,
J2S48_RS16260,M,4650.383148,2547.036761,7805.402728,1.538985995,1.614570174,0.329591945,4.898694269,9.65E-07,7.38E-06,"COG2027@1|root,COG2027@2|Bacteria,2GJPH@201174|Actinobacteria,4F3BC@85017|Promicromonosporaceae",D-Ala-D-Ala carboxypeptidase 3 (S13) family,,dacB,-,3.4.16.4,ko:K07259,"ko00550,map00550",-,-,-,"ko00000,ko00001,ko01000,ko01002,ko01011",-,-,-,Peptidase_S13
J2S48_RS22285,-,2279.219566,750.0826033,4572.92501,2.438518627,2.609332825,0.534394696,4.88278204,1.05E-06,7.99E-06,"2E39Y@1|root,32Y9G@2|Bacteria,2GQJA@201174|Actinobacteria,4F500@85017|Promicromonosporaceae",-,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS25915,C,1323.370014,169.1789492,3054.656611,3.866675453,4.198411293,0.86589078,4.848661504,1.24E-06,9.39E-06,"COG0479@1|root,COG0479@2|Bacteria,2GP9C@201174|Actinobacteria,4F34F@85017|Promicromonosporaceae",2Fe-2S iron-sulfur cluster binding domain,,sdhB1,-,"1.3.5.1,1.3.5.4",ko:K00240,"ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200","M00009,M00011,M00149,M00173,M00374,M00376",R02164,RC00045,"ko00000,ko00001,ko00002,ko01000",-,-,iNJ661.Rv0247c,"Fer2_3,Fer4_8"
J2S48_RS07060,M,2027.704418,348.0366289,4547.206102,3.428084697,3.709388212,0.765754812,4.844093901,1.27E-06,9.56E-06,"COG0438@1|root,COG0438@2|Bacteria,2GP58@201174|Actinobacteria",Sulfotransferase family,,-,-,-,-,-,-,-,-,-,-,-,-,Sulfotransfer_3
J2S48_RS22250,KLT,2422.479086,1490.563106,3820.353056,1.306099141,1.360187013,0.281059329,4.839501388,1.30E-06,9.76E-06,"COG0515@1|root,COG0515@2|Bacteria,2GJ1J@201174|Actinobacteria,4F3DB@85017|Promicromonosporaceae",Protein kinase domain,,pknL,"GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010565,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018107,GO:0018193,GO:0018210,GO:0019216,GO:0019217,GO:0019222,GO:0019538,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0036211,GO:0042304,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0045717,GO:0045833,GO:0045922,GO:0046777,GO:0046890,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051055,GO:0062012,GO:0062014,GO:0065007,GO:0071704,GO:0071944,GO:0080090,GO:0140096,GO:1901564",2.7.11.1,"ko:K08884,ko:K12132",-,-,-,-,"ko00000,ko01000,ko01001",-,-,-,"PASTA,Pkinase"
J2S48_RS12510,S,4252.08972,1846.737602,7860.117897,1.970024119,2.089557431,0.432091803,4.835910836,1.33E-06,9.92E-06,"2EGRW@1|root,30RUY@2|Bacteria,2I0NM@201174|Actinobacteria,4F50A@85017|Promicromonosporaceae",Protein of unknown function (DUF3073),,-,-,-,-,-,-,-,-,-,-,-,-,DUF3073
J2S48_RS04260,G,1587.162282,728.0292427,2875.861842,1.868583484,1.983417925,0.412124636,4.812665273,1.49E-06,1.10E-05,"COG3469@1|root,COG3469@2|Bacteria,2GKNC@201174|Actinobacteria",Glycosyl hydrolases family 18,,-,-,-,-,-,-,-,-,-,-,-,-,"F5_F8_type_C,Glyco_hydro_18"
J2S48_RS19755,S,704.9135073,143.7215061,1546.701509,3.185149716,3.446695815,0.716758191,4.808728882,1.52E-06,1.12E-05,"COG3333@1|root,COG3333@2|Bacteria,2GJB2@201174|Actinobacteria,4DA21@85008|Micromonosporales",Tripartite tricarboxylate transporter TctA family,,-,-,-,ko:K07793,"ko02020,map02020",-,-,-,"ko00000,ko00001,ko02000",2.A.80.1,-,-,TctA
J2S48_RS06690,P,462.8763713,139.8711723,947.3841697,2.544890458,2.733276346,0.570414622,4.791736116,1.65E-06,1.21E-05,"COG3945@1|root,COG3945@2|Bacteria",hemerythrin HHE cation binding domain,,-,-,-,-,-,-,-,-,-,-,-,-,F420H2_quin_red
J2S48_RS26365,K,683.0650829,326.8968765,1217.317393,1.793931994,1.898064273,0.396937374,4.781772635,1.74E-06,1.27E-05,"COG2207@1|root,COG2207@2|Bacteria,2GNMI@201174|Actinobacteria",transcriptional regulator,,-,-,-,-,-,-,-,-,-,-,-,-,"AraC_N,HTH_18"
J2S48_RS13895,Q,983.3586192,367.4386984,1907.2385,2.222161423,2.37550148,0.498079221,4.769324596,1.85E-06,1.35E-05,"COG0500@1|root,COG2226@2|Bacteria,2I6CA@201174|Actinobacteria",methyltransferase,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS00870,G,531.8636803,281.1981148,907.8620285,1.607508252,1.693423012,0.355556636,4.762737751,1.91E-06,1.38E-05,"COG0036@1|root,COG0036@2|Bacteria,2GJZ9@201174|Actinobacteria,4F3IQ@85017|Promicromonosporaceae",Ribulose-phosphate 3 epimerase family,,rpe,"GO:0003674,GO:0003824,GO:0004750,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006081,GO:0006098,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009052,GO:0009056,GO:0009117,GO:0009987,GO:0016052,GO:0016853,GO:0016854,GO:0016857,GO:0019321,GO:0019323,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0034641,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046365,GO:0046483,GO:0046496,GO:0046872,GO:0051156,GO:0051186,GO:0055086,GO:0071704,GO:0072524,GO:1901135,GO:1901360,GO:1901564,GO:1901575",5.1.3.1,ko:K01783,"ko00030,ko00040,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00040,map00710,map01100,map01110,map01120,map01130,map01200,map01230","M00004,M00007",R01529,RC00540,"ko00000,ko00001,ko00002,ko01000",-,-,-,Ribul_P_3_epim
J2S48_RS13225,T,579.16815,206.065634,1138.821924,2.311289754,2.477665196,0.520456699,4.760559721,1.93E-06,1.40E-05,"COG0589@1|root,COG0589@2|Bacteria,2GSFR@201174|Actinobacteria",Universal stress protein family,,-,-,-,-,-,-,-,-,-,-,-,-,Usp
J2S48_RS12810,S,5471.472625,810.4811521,12462.95983,3.628232114,3.944545399,0.830368483,4.750355391,2.03E-06,1.45E-05,"COG3333@1|root,COG3333@2|Bacteria,2GJB2@201174|Actinobacteria",Tripartite tricarboxylate transporter TctA,,-,-,-,ko:K07793,"ko02020,map02020",-,-,-,"ko00000,ko00001,ko02000",2.A.80.1,-,-,TctA
J2S48_RS09625,S,5132.706461,2024.537911,9794.959286,2.134568331,2.275467447,0.479081752,4.749643326,2.04E-06,1.45E-05,"2BKAF@1|root,31WMZ@2|Bacteria,2HY50@201174|Actinobacteria,4F51R@85017|Promicromonosporaceae",Protein of unknown function (DUF3017),,-,-,-,-,-,-,-,-,-,-,-,-,DUF3017
J2S48_RS09320,S,7598.491816,2558.185888,15158.95071,2.397466772,2.568509087,0.541283283,4.745221525,2.08E-06,1.48E-05,"COG1451@1|root,COG1451@2|Bacteria,2GMP6@201174|Actinobacteria,4F351@85017|Promicromonosporaceae",Protein of unknown function DUF45,,-,-,-,ko:K07043,-,-,-,-,ko00000,-,-,-,DUF45
J2S48_RS06110,H,440.8851315,211.2523991,785.3342303,1.787315457,1.893752929,0.399783723,4.736943549,2.17E-06,1.54E-05,"COG4278@1|root,COG4278@2|Bacteria,2IKJY@201174|Actinobacteria,4E5NV@85010|Pseudonocardiales",phenylacetate-CoA ligase activity,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS07375,-,345.3184769,111.8149811,695.5737206,2.455014801,2.638124457,0.557059214,4.735806163,2.18E-06,1.54E-05,"2FB67@1|root,343CH@2|Bacteria,2I76T@201174|Actinobacteria",-,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS14055,S,700.8917128,299.9090167,1302.365757,1.990206085,2.12010253,0.44835933,4.728579035,2.26E-06,1.59E-05,"COG5512@1|root,COG5512@2|Bacteria,2GNQ4@201174|Actinobacteria,4F4G5@85017|Promicromonosporaceae",Protein of unknown function (DUF721),,-,-,-,-,-,-,-,-,-,-,-,-,DUF721
J2S48_RS21745,M,4078.567784,1815.85848,7472.63174,1.918073585,2.038345905,0.431959587,4.718834742,2.37E-06,1.67E-05,"COG0791@1|root,COG0791@2|Bacteria,2GIWB@201174|Actinobacteria,4F4BP@85017|Promicromonosporaceae",pfam nlp p60,,spl,-,-,ko:K21471,-,-,-,-,"ko00000,ko01000,ko01002,ko01011",-,-,-,NLPC_P60
J2S48_RS15405,S,1904.798588,917.2443464,3386.12995,1.772731223,1.879210109,0.398386529,4.717052341,2.39E-06,1.68E-05,"COG5476@1|root,COG5476@2|Bacteria,2GMKS@201174|Actinobacteria",MlrC domain protein,,-,-,-,-,-,-,-,-,-,-,-,-,"DUF1485,MlrC_C"
J2S48_RS22290,L,12783.16126,8197.870999,19661.09664,1.213767367,1.261629313,0.267553911,4.715420941,2.41E-06,1.69E-05,"COG0187@1|root,COG0187@2|Bacteria,2GM1E@201174|Actinobacteria,4F3SU@85017|Promicromonosporaceae",DNA topoisomerase type IIA subunit B region 2,,gyrB2,-,5.99.1.3,ko:K02470,-,-,-,-,"ko00000,ko01000,ko03032,ko03400",-,-,-,"DNA_gyraseB,DNA_gyraseB_C,HATPase_c,Toprim"
J2S48_RS14275,,142.7607523,44.70024847,289.8515079,2.505626314,2.699345802,0.572909194,4.711646852,2.46E-06,1.72E-05,,,,,,,,,,,,,,,,
J2S48_RS06115,M,1302.441938,489.7981748,2521.407583,2.207486208,2.363912653,0.502922316,4.700353466,2.60E-06,1.81E-05,"COG0510@1|root,COG0510@2|Bacteria,2H44W@201174|Actinobacteria,4EBCR@85010|Pseudonocardiales",thiamine kinase activity,virulence,-,-,-,-,-,-,-,-,-,-,-,-,APH
J2S48_RS09730,-,632.925316,169.7943597,1327.621751,2.735937306,2.957633031,0.630628666,4.689975558,2.73E-06,1.89E-05,"292CW@1|root,2ZPX8@2|Bacteria,2GRAN@201174|Actinobacteria",-,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS21830,S,11805.56415,6937.585916,19107.5315,1.392904366,1.461165489,0.312045493,4.682539962,2.83E-06,1.95E-05,"2AUFS@1|root,2ZBYU@2|Bacteria,2I87Z@201174|Actinobacteria",Domain of unknown function (DUF4191),,-,-,-,-,-,-,-,-,-,-,-,-,DUF4191
J2S48_RS19075,V,288.7074507,62.29165729,628.3311407,3.038068455,3.295854549,0.704804555,4.676267377,2.92E-06,2.01E-05,"COG1131@1|root,COG1131@2|Bacteria,2GN8P@201174|Actinobacteria,4F5IX@85017|Promicromonosporaceae",ATPases associated with a variety of cellular activities,,-,-,-,ko:K01990,-,M00254,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,ABC_tran
J2S48_RS13850,-,1561.127002,800.5539167,2701.986629,1.66202995,1.758647547,0.377569649,4.657809627,3.20E-06,2.18E-05,"2BIEE@1|root,32CKR@2|Bacteria,2IQCF@201174|Actinobacteria,4F4MD@85017|Promicromonosporaceae",-,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS14760,E,1072.455462,286.9629943,2250.694164,2.74659791,2.972460669,0.639095689,4.651041653,3.30E-06,2.25E-05,"COG0683@1|root,COG0683@2|Bacteria,2IBBY@201174|Actinobacteria",Periplasmic binding protein,,-,-,-,ko:K01999,"ko02010,ko02024,map02010,map02024",M00237,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.4,-,-,Peripla_BP_6
J2S48_RS07390,T,621.5218862,225.2389237,1215.94633,2.277634427,2.451359445,0.528975374,4.634165529,3.58E-06,2.43E-05,"COG3279@1|root,COG3279@2|Bacteria,2HUIC@201174|Actinobacteria,4F5TI@85017|Promicromonosporaceae",LytTr DNA-binding domain,,-,-,-,ko:K02477,-,-,-,-,"ko00000,ko02022",-,-,-,"LytTR,Response_reg"
J2S48_RS23465,,1019.188559,312.7947507,2078.779271,2.530736073,2.733728348,0.590365071,4.630572643,3.65E-06,2.46E-05,,,,,,,,,,,,,,,,
J2S48_RS07430,H,5391.448254,3174.684315,8716.594163,1.388459738,1.458547712,0.315635715,4.620984387,3.82E-06,2.58E-05,"COG1488@1|root,COG1488@2|Bacteria,2GJAT@201174|Actinobacteria,4F3IF@85017|Promicromonosporaceae",Catalyzes the synthesis of beta-nicotinate D- ribonucleotide from nicotinate and 5-phospho-D-ribose 1-phosphate at the expense of ATP,,pncB,-,6.3.4.21,ko:K00763,"ko00760,ko01100,map00760,map01100",-,R01724,RC00033,"ko00000,ko00001,ko01000",-,-,-,NAPRTase
J2S48_RS11635,G,2283.919029,903.1882992,4355.015124,2.12077263,2.270215142,0.49289621,4.605868527,4.11E-06,2.75E-05,"COG0297@1|root,COG0297@2|Bacteria,2ICB8@201174|Actinobacteria,4F5ZP@85017|Promicromonosporaceae",Glycosyl transferases group 1,,-,-,-,-,-,-,-,-,-,-,-,-,"Glyco_trans_1_4,Glyco_transf_4"
J2S48_RS21475,S,787.7145004,271.3184104,1562.308635,2.354240952,2.537564567,0.550990479,4.605459923,4.12E-06,2.75E-05,"COG1444@1|root,COG1444@2|Bacteria,2IMCJ@201174|Actinobacteria",Acetyltransferase (GNAT) family,,-,-,-,-,-,-,-,-,-,-,-,-,Acetyltransf_1
J2S48_RS18950,G,717.9312244,276.9615698,1379.385706,2.156919765,2.316968337,0.503248391,4.604025321,4.14E-06,2.76E-05,"COG2133@1|root,COG3291@1|root,COG2133@2|Bacteria,COG3291@2|Bacteria,2GJFY@201174|Actinobacteria,4F3H9@85017|Promicromonosporaceae",Repeats in polycystic kidney disease 1 (PKD1) and other proteins,,-,-,-,-,-,-,-,-,-,-,-,-,"Big_3_5,CBM_6,GSDH,PKD"
J2S48_RS07640,K,1351.33897,700.8589896,2327.058941,1.626663221,1.726067283,0.37608714,4.589540827,4.44E-06,2.95E-05,"COG1316@1|root,COG1316@2|Bacteria,2GJM3@201174|Actinobacteria,4F40U@85017|Promicromonosporaceae",Cell envelope-related transcriptional attenuator domain,,yvhJ,-,-,-,-,-,-,-,-,-,-,-,"LytR_C,LytR_cpsA_psr"
J2S48_RS13135,S,3297.295448,2097.223078,5097.404002,1.228119204,1.280731139,0.279160123,4.587801178,4.48E-06,2.97E-05,"COG2372@1|root,COG2372@2|Bacteria,2GMKG@201174|Actinobacteria,4F514@85017|Promicromonosporaceae",CopC domain,,-,-,-,"ko:K07156,ko:K14166",-,-,-,-,"ko00000,ko02000",9.B.62.2,-,-,CopC
J2S48_RS09530,-,1432.670181,891.814919,2243.953073,1.27754306,1.335044644,0.291328905,4.58260276,4.59E-06,3.04E-05,"28XFW@1|root,2ZINF@2|Bacteria",-,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS20365,C,1256.177888,724.8509988,2053.168222,1.429553863,1.502821715,0.328034851,4.581286746,4.62E-06,3.05E-05,"COG1282@1|root,COG1282@2|Bacteria,2GNKB@201174|Actinobacteria,4F370@85017|Promicromonosporaceae",The transhydrogenation between NADH and NADP is coupled to respiration and ATP hydrolysis and functions as a proton pump across the membrane,,pntB,-,1.6.1.2,ko:K00325,"ko00760,ko01100,map00760,map01100",-,R00112,RC00001,"ko00000,ko00001,ko01000",-,-,-,PNTB
J2S48_RS08430,S,3521.689926,1888.241842,5971.862053,1.567376829,1.661154619,0.363185796,4.57384247,4.79E-06,3.15E-05,"COG2954@1|root,COG2954@2|Bacteria,2GWD8@201174|Actinobacteria,4F3DI@85017|Promicromonosporaceae",CYTH,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS05135,L,935.8327754,456.5017236,1654.829353,1.737988927,1.850515556,0.405062961,4.568464003,4.91E-06,3.22E-05,"COG0553@1|root,COG0553@2|Bacteria,2GISC@201174|Actinobacteria,4F3VU@85017|Promicromonosporaceae",SNF2 family N-terminal domain,,-,-,-,-,-,-,-,-,-,-,-,-,"HHH_5,Helicase_C,SNF2_N"
J2S48_RS10860,S,8100.833014,5143.468294,12536.88009,1.229321157,1.284407395,0.281656034,4.560198391,5.11E-06,3.34E-05,"COG4733@1|root,COG4733@2|Bacteria,2GMKC@201174|Actinobacteria,4F390@85017|Promicromonosporaceae",fibronectin type III domain,,-,-,-,-,-,-,-,-,-,-,-,-,fn3
J2S48_RS13025,,2517.276198,900.9104223,4941.824862,2.275852269,2.458057356,0.539877237,4.552993134,5.29E-06,3.45E-05,,,,,,,,,,,,,,,,
J2S48_RS12900,I,778.9465538,394.9524401,1354.937724,1.684511212,1.788233018,0.392847782,4.551974328,5.31E-06,3.46E-05,"COG0777@1|root,COG0825@1|root,COG0777@2|Bacteria,COG0825@2|Bacteria,2GNP7@201174|Actinobacteria,4FE8J@85021|Intrasporangiaceae",acetyl-CoA carboxylase,,accD3,"GO:0005575,GO:0005623,GO:0005886,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009059,GO:0009273,GO:0009987,GO:0016020,GO:0016053,GO:0019752,GO:0032787,GO:0034645,GO:0042546,GO:0043170,GO:0043436,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044281,GO:0044283,GO:0044464,GO:0046394,GO:0070589,GO:0071554,GO:0071704,GO:0071766,GO:0071767,GO:0071768,GO:0071840,GO:0071944,GO:0072330,GO:1901576","2.1.3.15,6.4.1.2","ko:K01962,ko:K01963","ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212","M00082,M00376","R00742,R04386","RC00040,RC00253,RC00367","ko00000,ko00001,ko00002,ko01000",-,-,-,Carboxyl_trans
J2S48_RS08180,,273.8121959,121.8367805,501.775319,1.921467559,2.057012547,0.454468126,4.526197613,6.01E-06,3.87E-05,,,,,,,,,,,,,,,,
J2S48_RS24685,G,1698.830825,808.7138225,3034.00633,1.791589813,1.91331606,0.424175896,4.510666634,6.46E-06,4.15E-05,"COG3001@1|root,COG3001@2|Bacteria,2GW7W@201174|Actinobacteria,4F53E@85017|Promicromonosporaceae",Fructosamine kinase,,-,-,-,-,-,-,-,-,-,-,-,-,Fructosamin_kin
J2S48_RS07885,C,3181.011526,2023.531122,4917.232131,1.226006944,1.281076173,0.286198804,4.476175846,7.60E-06,4.82E-05,"COG1004@1|root,COG1004@2|Bacteria,2GJQB@201174|Actinobacteria,4F4WA@85017|Promicromonosporaceae",UDP binding domain,,ugd,-,1.1.1.22,ko:K00012,"ko00040,ko00053,ko00520,ko01100,map00040,map00053,map00520,map01100","M00014,M00129,M00361,M00362",R00286,RC00291,"ko00000,ko00001,ko00002,ko01000",-,-,-,"UDPG_MGDP_dh,UDPG_MGDP_dh_C,UDPG_MGDP_dh_N"
J2S48_RS26130,G,1161.964925,566.2355216,2055.559029,1.752605113,1.868218581,0.41806585,4.468718455,7.87E-06,4.96E-05,"COG3664@1|root,COG3664@2|Bacteria,2GNRR@201174|Actinobacteria,4F5I9@85017|Promicromonosporaceae",Belongs to the glycosyl hydrolase 43 family,,-,-,-,-,-,-,-,-,-,-,-,-,"CBM_35,Ricin_B_lectin"
J2S48_RS24075,-,8675.439425,2628.85484,17745.3163,2.535683632,2.756309167,0.61831408,4.457781663,8.28E-06,5.19E-05,"2B6E2@1|root,31ZBX@2|Bacteria,2I0PB@201174|Actinobacteria,4F52N@85017|Promicromonosporaceae",-,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS00480,C,3062.900279,2042.244605,4593.88379,1.12325292,1.168879368,0.262655372,4.45023971,8.58E-06,5.35E-05,"COG2141@1|root,COG2141@2|Bacteria,2GKCU@201174|Actinobacteria,4F3AV@85017|Promicromonosporaceae",Luciferase-like monooxygenase,,-,-,-,-,-,-,-,-,-,-,-,-,Bac_luciferase
J2S48_RS17370,M,2385.688876,1174.949126,4201.798501,1.725653893,1.838770242,0.41356963,4.446095912,8.74E-06,5.45E-05,"COG1215@1|root,COG1215@2|Bacteria,2GNYT@201174|Actinobacteria",GtrA-like protein,,dpm,-,2.4.1.83,ko:K00721,"ko00510,ko01100,map00510,map01100",-,R01009,RC00005,"ko00000,ko00001,ko01000,ko01003",-,GT2,-,"Glycos_transf_2,GtrA"
J2S48_RS10505,U,9691.152419,6625.960138,14288.94084,1.068178949,1.10844549,0.250075096,4.432450515,9.32E-06,5.78E-05,"COG0690@1|root,COG0690@2|Bacteria,2HGW3@201174|Actinobacteria,4F4Z0@85017|Promicromonosporaceae",Essential subunit of the Sec protein translocation channel SecYEG. Clamps together the 2 halves of SecY. May contact the channel plug during translocation,,secE,-,-,ko:K03073,"ko02024,ko03060,ko03070,map02024,map03060,map03070",M00335,-,-,"ko00000,ko00001,ko00002,ko02044","3.A.5.1,3.A.5.2",-,-,SecE
J2S48_RS21530,M,6295.007892,1857.762303,12950.87628,2.569797295,2.800631072,0.632066164,4.430914408,9.38E-06,5.80E-05,"COG3209@1|root,COG3209@2|Bacteria,2GMBB@201174|Actinobacteria",COG3209 Rhs family protein,,-,-,-,-,-,-,-,-,-,-,-,-,"Endonuclea_NS_2,PT-HINT,RHS_repeat,TGFb_propeptide,Tox-REase-5"
J2S48_RS24690,-,1895.566927,308.9133374,4275.547311,3.438093069,3.786217848,0.855326072,4.426636777,9.57E-06,5.91E-05,"2EGVE@1|root,33AMN@2|Bacteria,2I0NP@201174|Actinobacteria,4F50D@85017|Promicromonosporaceae",-,,-,-,-,-,-,-,-,-,-,-,-,-,-
